id,name,sex,university,university_short,awards,type,genre,country,location,rating,year,Produktionsfirma
LeNiKl,Leg dich nicht mit Klara an,,,,,2,2,DE,Stuttgart,"5,2",2017,UFA Fiction
BaGo,Back for Good,,,,,2,2,DE,,"6,5",2017,Zum goldenen Lamm Filmproduktion
NiBoBe,Nicht den Boden beruehren,,,,,2,6,DE,,,2013,Filmakademie Baden Wuerttemberg
NT,Natalie Thomas,2,Internationale Filmschule Koeln,IFS,,1,,,,,,
ST,Stefan Titze,1,Hochschule Macromedia,MHMK,1,1,,,,,,
KaLa,Karacholand,,,,,2,2,DE,,"5,6",2018,Nashorn FIlmhaus AG
MF,Mats Frey,1,Zuercher Hochschule der Kuenste,ZHdK,1,1,,,,,,
TsUg,Tschugger,,,,,2,2,CHE,Wallis,"8,3",2021,Shining Film
WaPo,WaPo Bodensee,,,,,2,4,DE,Bodensee,"4,9",2020,Saxonia Media Filmproduktionsgesellschaft
FuUm,Fuer Umme die Serie,,,,,2,2,DE,Berlin,"6,6",2019,Eotv
TaZwLe,Tatort Zwei Leben,,,,,2,4,DE,,"5,3",2017,ARD
TaElRa,Tatort Der Elefant im Raum,,,,,2,4,CHE,Lucerne,"5,1",2019,ARD
BeSt,Der Bestatter,,,,,2,4,CHE,,"7,3",2017,Snake Films
HtsDS3,,,,,,2,2,DE,Koeln,,2021,Bildundtonfabrik
HtsDS3E1,,,,,,2,2,DE,Koeln,"7,2",2021,Bildundtonfabrik
HtsDS3E2,,,,,,2,2,DE,Koeln,"7,6",2021,Bildundtonfabrik
HtsDS3E3,,,,,,2,2,DE,Koeln,"7,7",2021,Bildundtonfabrik
HtsDS3E4,,,,,,2,2,DE,Koeln,"7,9",2021,Bildundtonfabrik
HtsDS3E5,,,,,,2,2,DE,Koeln,"8,3",2021,Bildundtonfabrik
HtsDS3E6,,,,,,2,2,DE,Koeln,"8,4",2021,Bildundtonfabrik
RwS1,Staffel 1,,,,,2,4,DE,Berlin,,2020,Gebrueder Beetz Filmproduktion
RwS1E1,Staffel 1 Episode 1,,,,,2,4,DE,Berlin,"7,3",2020,Gebrueder Beetz Filmproduktion
RwS1E2,Staffel 1 Episode 2,,,,,2,4,DE,Berlin,"7,4",2020,Gebrueder Beetz Filmproduktion
RwS1E3,Staffel 1 Episode 3,,,,,2,4,DE,Berlin,7,2020,Gebrueder Beetz Filmproduktion
RwS1E4,Staffel 1 Episode 4,,,,,2,4,DE,Berlin,7,2020,Gebrueder Beetz Filmproduktion
JP,Jan Peter,1,,,1,1,,,,,,
DeleFl,Der letzte Flug Ein deutsches Geheimnis,,,,,2,4,DE,,"8,2",2022,DOKfilmFernsehproduktion
De911,Deutschland 911,,,,,2,,DE,Hamburg,"8,7",2021,DKfilmFernsehproduktion
KrdeTr,Krieg der Traeume,,,,,2,6,AU,,"7,8",2018,LOOKSfilm
GePo,Geheimauftrag Pontifex Der Vatikan im Kalten Krieg,,,,,2,,DE,,"8,2",2015,DOKfilm Fernsehproduktion GmbH
GrWaDi,Great War Diaries,,,,,2,,,,"8,8",2014,LOOKSfilm
14TaErWe,14 Tagebuecher des Ersten Weltkriegs,,,,,2,6,,,"8,5",2014,LOOKSfilm
GT,Georg Tschurtschenthaler,1,Wirtschaftsuniversitaet Wien,WU,1,1,,,,,,
CB,Christian Beetz,1,Humboldt Universitaet Berlin,HU,2,1,,,,,,
JuCa,Juan Carlos Downfall of the King,,,,,2,6,DE,Madrid,"7,1",2023,Gebrueder Beetz Filmproduktion
ReSp,Reeperbahn Spezialeinheit FD65,,,,,2,4,DE,,"8,2",2022,Gebrueder Beetz Filmproduktion
DaFo,Das Forum Rettet Davos die Welt,,,,,2,,DE,,"7,2",2019,Gebrueder Beetz Filmproduktion
DiKu,Die Kulturakte,,,,,2,,DE,,"6,8",2011,Gebrueder Beetz Filmproduktion
18S1,Staffel 1,,,,,2,6,,Berlin,,2022,Dark Ways
18S1E1,Staffel 1 Episode 1,,,,,2,6,,Berlin,8,2022,Dark Ways
18S1E2,Staffel 1 Episode 2,,,,,2,6,,Berlin,"7,6",2022,Dark Ways
18S1E3,Staffel 1 Episode 3,,,,,2,6,,Berlin,"7,7",2022,Dark Ways
18S1E4,Staffel 1 Episode 4,,,,,2,6,,Berlin,"7,9",2022,Dark Ways
18S1E5,Staffel 1 Episode 5,,,,,2,6,,Berlin,"8,4",2022,Dark Ways
18S1E6,Staffel 1 Episode 6,,,,,2,6,,Berlin,"7,9",2022,Dark Ways
18S1E7,Staffel 1 Episode 7,,,,,2,6,,Berlin,"8,1",2022,Dark Ways
18S1E8,Staffel 1 Episode 8,,,,,2,6,,Berlin,"8,4",2022,Dark Ways
SltoNa,Sleepless Eine toedliche Nacht,,,,,2,,UK,,"5,6",2017,Open Road Films
WhAmI,Who Am I Kein System ist sicher,,,,,2,4,DE,Berlin,"7,5",2014,SevenPictures Film
Ma1899,Making 1899,,,,,2,,DE,,"7,6",2022,
JLD,Juliana Lima Dehne,2,Sorbonne Universite,Paris IV,1,1,,,,,,
OvLu,Over Lunch,,,,,2,2,DE,,8,2013,Dehne Lima Film
JF,Jantje Friese,2,Hochschule fuer Fernsehen und Film Muenchen,HFFM,1,1,,,,,,
DM,Dario Madrona,1,,,1,1,,,,,,
Tutienmior,Tu tijera en mi oreja,,,,,2,2,ESP,Madrid,"7,6",2023,Paciencia Films
LoPrADN,Los Protegidos A D N,,,,,2,2,ESP,,8,2022,Atresmedia
HidePr,Historias de Protegidos,,,,,2,6,ESP,,"6,6",2022,Buenida Estudios
EliTe,Elite,,,,,2,4,ESP,Madrid,"7,3",2018,Zeta Ficcion
LoPrElre,Los Protegidos El regreso,,,,,2,2,ESP,,"7,5",2021,Atresmedia
OnUsLy,One of Us Is Lying,,,,,2,4,UK,Neuseeland,"6,9",2021,5 More Minutes Productions
ElKuOmAnAl,Elite Kurzgeschichten Omar Ander Alexis,,,,,2,6,ESP,Madrid,"7,2",2021,Producciones Zeta
ElKuGuCaRe,Elite Kurzgeschichten Guzman Caye Rebe,,,,,2,4,ESP,Madrid,"7,4",2021,Producciones Zeta
AiKi,Air Kisses,,,,,2,2,ESP,,"6,1",2021,Alea Media
LoEl,Los Elegidos,,,,,2,6,MEX,,"6,8",2019,
Lekounge,Leute kommen und gehen,,,,,2,2,ESP,Katalonien,"6,2",2019,Atresmedia Cine
Visipe,Vivir sin permiso,,,,,2,6,ESP,Galicien,"7,4",2018,Alea Media
ViRo,Victor Ros,,,,,2,,ESP,Madrid,7,2014,New Atlantis
Alquce,Algo que celebrar,,,,,2,2,ESP,,"6,8",2015,2oblefilo Producciones
ViCa,Vive Cantando,,,,,2,,ESP,Madrid,"6,3",2013,2oblefilo Producciones
EK,Emma Ko,2,University of Bristol,UoB,,1,,,,,,
Firs,First,,,,,2,,UK,,,2018,
DaCi,Danis Castle,,,,,2,2,UK,Northern Ireland,"5,9",2013,
HoLa,Hollyoaks Later,,,,,2,2,UK,Northern Ireland,7,2008,Lime Pictures
DaHo,Danis House,,,,,2,2,UK,Kent,6,2008,The Foundation
JBN,Jerome Bucchan Nelson,1,University of Edinburgh,UoE,,1,,,,,,
NoCr,Noughts Crosses,,,,,2,6,UK,,"6,3",2020,Mammoth Screen
Bupr,Bulletproof,,,,,2,4,UK,Liverpool,"6,7",2017,Vertigo Films
UnSt,Unsaid Stories,,,,,2,6,UK,,"4,7",2020,Greenacre Film
Caal,Casualty,,,,,2,6,UK,London,"6,1",1986,British Broadcasting Corporation
EaEn,East Enders,,,,,2,4,UK,Dorset,"4,7",1985,
Hooa,Hollyoaks,,,,,2,6,UK,Cheshire,"4,6",1995,Lime Pictures
ENA,Emil Nygaard Albertsen,1,Den Danske Filmskole,Filmskolen Dk,1,1,,,,,,
ThGu,The Guilty,,,,,2,4,US,Kalifornien,"6,3",2021,Amet Entertainment
ThGuSk,The Guilty Den Skyldige,,,,,2,4,DNK,,"7,5",2018,Nordisk Film SPRING
DoTeMeYoDr,Dont Tell Me About Your Dreams,,,,,2,6,DNK,,"7,3",2017,Octopuss
JoTe,Joe Tech,,,,,2,2,DNK,,"6,2",2017,Nordisk Film SPRING
KaFr,Kanonkongen Freja,,,,,2,,DNK,,"8,3",2016,
Imo,I morke,,,,,2,6,DNK,,"6,5",2015,Den Danske Filmskole
Heve,Heaven,,,,,2,6,DNK,Mallorca,"6,7",2015,Den Danske Filmskole
EliTen,Eliten,,,,,2,6,DNK,,"5,6",2015,Eliten Film
SlS1,Staffel 1,,,,,2,4,DE,Frankfurt am Main,,2019,Stick Up Filmproduktion
SlS1E1,Staffel 1 Episode 1,,,,,2,4,DE,Frankfurt am Main,"7,2",2019,Stick Up Filmproduktion
SlS1E2,Staffel 1 Episode 2,,,,,2,4,DE,Frankfurt am Main,8,2019,Stick Up Filmproduktion
SlS1E3,Staffel 1 Episode 3,,,,,2,4,DE,Frankfurt am Main,8,2019,Stick Up Filmproduktion
SlS1E4,Staffel 1 Episode 4,,,,,2,4,DE,Frankfurt am Main,"8,1",2019,Stick Up Filmproduktion
SlS1E5,Staffel 1 Episode 5,,,,,2,4,DE,Frankfurt am Main,"8,4",2019,Stick Up Filmproduktion
SlS1E6,Staffel 1 Episode 6,,,,,2,4,DE,Frankfurt am Main,"8,1",2019,Stick Up Filmproduktion
ME,Maximilian Erlenwein,1,Deutsche Film und Fernsehakademie Berlin,DFFB,1,1,,,,,,
ThDi,The Dive,,,,,2,,DE,Malta,"5,6",2023,Augenschein Filmproduktion
Stere,Stereo,,,,,2,4,DE,Bavaria,"6,5",2014,Frisbeefilms
OL,Ole Lohmann,1,,,1,1,,,,,,
KZM,Kim Zimmermann,2,Hochschule fuer Film und Fernsehen Potsdam Babelsberg,HFFP,,1,,,,,,
DePa,Der Parfumeur,,,,,2,4,DE,,"3,6",2022,Constantin Television
ZEZeAb,ZERV Zeit der Abrechnung,,,,,2,4,DE,Tschechische Republik,"6,8",2022,Gabriela Sperl Produktion
SY,Soleen Yusef,2,Filmakademie Baden Wuerttemberg,FABW,1,1,,,,,,
SaEiSa,Sam Ein Sachse,,,,,2,4,DE,Berlin,"6,6",2023,Big Window Productions
De89,Deutschland 89,,,,,2,6,DE,Berlin,"7,7",2020,UFA Fiction
MeKoTa,Meiberger Im Kopf des Taeters,,,,,2,4,AUT,,"7,2",2018,Mona Film Produktion
SOLe,SOKO Leipzig,,,,,2,4,DE,Leipzig,"5,7",2001,UFA Fiction
HaohDa,Haus ohne Dach,,,,,2,6,DE,Duhok Kurdistan,"7,1",2017,Mitos Film
OK,Oliver Karan,1,University of Miami,UoM,1,1,,,,,,
AA,Arne Ahrens,1,Johannes Gutenberg Universitaet Mainz,JGU,2,1,,,,,,
WaDu,WaPo Duisburg,,,,,2,4,DE,,7,2022,Warner Bros ITVP Deutschland
DiRoCo,Die Rosenheim Cops,,,,,2,2,DE,Bavaria,6,2002,Bavaria Fiction
Stava,Stavanger,,,,,2,6,DE,,"5,8",2014,
MeBe,Meine Beschneidung,,,,,2,2,DE,Tuerkei,"6,1",2013,Neue Zeit Filmproduktion
DS,Dennis Schanz,1,Freie Universitaet Berlin,FU Berlin,1,1,,,,,,
Dohaha,Doppelhaushaelfte,,,,,2,2,DE,Brandenburg,"7,6",2022,Iconoclast Films
DakS1,Staffel 1,,,,,2,6,DE,Berlin,,,"Wiedemann und Berg 
Filmproduktion"
DakS1E1,Staffel 1 Episode 1,,,,,2,6,DE,Berlin,"8,2",2017,Wiedemann und Berg Filmproduktion
DakS1E2,Staffel 1 Episode 2,,,,,2,6,DE,Berlin,"8,1",2017,"Wiedemann und Berg 
Filmproduktion"
DakS1E3,Staffel 1 Episode 3,,,,,2,6,DE,Berlin,"8,5",2017,"Wiedemann und Berg 
Filmproduktion"
DakS1E4,Staffel 1 Episode 4,,,,,2,6,DE,Berlin,"8,2",2017,"Wiedemann und Berg 
Filmproduktion"
DakS1E5,Staffel 1 Episode 5,,,,,2,6,DE,Berlin,"8,8",2017,"Wiedemann und Berg 
Filmproduktion"
DakS1E6,Staffel 1 Episode 6,,,,,2,6,DE,Berlin,9,2017,"Wiedemann und Berg 
Filmproduktion"
DakS1E7,Staffel 1 Episode 7,,,,,2,6,DE,Berlin,"8,6",2017,"Wiedemann und Berg 
Filmproduktion"
DakS1E8,Staffel 1 Episode 8,,,,,2,6,DE,Berlin,"9,1",2017,"Wiedemann und Berg 
Filmproduktion"
DakS1E9,Staffel 1 Episode 9,,,,,2,6,DE,Berlin,"8,6",2017,"Wiedemann und Berg 
Filmproduktion"
DakS1E10,Staffel 1 Episode 10,,,,,2,6,DE,Berlin,"9,1",2017,"Wiedemann und Berg 
Filmproduktion"
DakS2,Staffel 2,,,,,2,6,DE,Berlin,,,"Wiedemann und Berg 
Filmproduktion"
DakS2E1,Staffel 2 Episode 1,,,,,2,6,DE,Berlin,"8,7",2019,"Wiedemann und Berg 
Filmproduktion"
DakS2E2,Staffel 2 Episode 2,,,,,2,6,DE,Berlin,"8,8",2019,"Wiedemann und Berg 
Filmproduktion"
DakS2E3,Staffel 2 Episode 3,,,,,2,6,DE,Berlin,9,2019,"Wiedemann und Berg 
Filmproduktion"
DakS2E4,Staffel 2 Episode 4,,,,,2,6,DE,Berlin,"9,4",2019,"Wiedemann und Berg 
Filmproduktion"
DakS2E5,Staffel 2 Episode 5,,,,,2,6,DE,Berlin,"9,2",2019,"Wiedemann und Berg 
Filmproduktion"
DakS2E6,Staffel 2 Episode 6,,,,,2,6,DE,Berlin,"9,5",2019,"Wiedemann und Berg 
Filmproduktion"
DakS2E7,Staffel 2 Episode 7,,,,,2,6,DE,Berlin,"9,1",2019,"Wiedemann und Berg 
Filmproduktion"
DakS2E8,Staffel 2 Episode 8,,,,,2,6,DE,Berlin,"9,4",2019,"Wiedemann und Berg 
Filmproduktion"
DakS3,Staffel 3,,,,,2,6,DE,Berlin,,,"Wiedemann und Berg 
Filmproduktion"
DakS3E1,Staffel 3 Episode 1,,,,,2,6,DE,Berlin,"8,8",2020,"Wiedemann und Berg 
Filmproduktion"
DakS3E2,Staffel 3 Episode 2,,,,,2,6,DE,Berlin,"8,6",2020,"Wiedemann und Berg 
Filmproduktion"
DakS3E3,Staffel 3 Episode 3,,,,,2,6,DE,Berlin,"8,6",2020,"Wiedemann und Berg 
Filmproduktion"
DakS3E4,Staffel 3 Episode 4,,,,,2,6,DE,Berlin,"8,9",2020,"Wiedemann und Berg 
Filmproduktion"
DakS3E5,Staffel 3 Episode 5,,,,,2,6,DE,Berlin,"9,2",2020,"Wiedemann und Berg 
Filmproduktion"
DakS3E6,Staffel 3 Episode 6,,,,,2,6,DE,Berlin,9,2020,"Wiedemann und Berg 
Filmproduktion"
DakS3E7,Staffel 3 Episode 7,,,,,2,6,DE,Berlin,"9,4",2020,"Wiedemann und Berg 
Filmproduktion"
DakS3E8,Staffel 3 Episode 8,,,,,2,6,DE,Berlin,"9,6",2020,"Wiedemann un dBerg 
Filmproduktion"
BbO,Baran bo Odar,1,Hochschule fuer Fernsehen und Film Muenchen,HFFM,3,1,,,,,,
MOS,Marc O Seng,1,Filmakademie Baden Württemberg,FBW,,1,,,,,,
Hogr,Hoellgrund,,,,,2,4,DE,Schwarzwald,"6,6",2022,Studio Zentral
Unbr,Unbroken,,,,,2,4,DE,Koeln,"6,9",2021,Nework Movie
FrDuvoun,Freaks Du bist eine von uns,,,,,2,6,DE,Berlin,"5,4",2020,
CluroBa,Club der roten Baender,,,,,2,6,DE,Muengersdorf,"8,1",2015,Bantry Bay Productions
Lebe,Lerchenberg,,,,,2,2,DE,Mainz,"6,7",2013,
DiPi,Die Pilgerin,,,,,2,6,DE,Techische Republik,"6,1",2014,MIA Film
MB,Martin Behnke,1,Filmakademie Baden Wuerttemberg,FBW,1,1,,,,,,
MuGa,Munich Games,,,,,2,4,DE,,"6,5",2022,Amusement Park Films
DaQu,Das Quartett,,,,,2,4,DE,Berlin,"5,4",2019,Akzente Film und Fernsehproduktion
Wikonian,Wir koennen nicht anders,,,,,2,2,DE,Brandenburg,"4,8",2020,DCM Productions
LaIgmaWa,Latte Igel und der magische Wasserstein,,,,,2,2,DE,,"5,6",2019,Dreamin Dolphin Film
DePrKr,Der Prag Krimi,,,,,2,4,DE,Prag,"5,7",2018,ARD
DiStMa,Die Stadt und die Macht,,,,,2,6,DE,Berlin,"5,2",2016,Real Film Berlin
WiJu,Wir sind jung Wir sind stark,,,,,2,4,DE,Halle,7,2015,UFA Fiction
RS,Ronny Schalk,1,Filmakademie Baden Wuerttemberg,FBW,,1,,,,,,
Ok19,Oktoberfest 1900,,,,,2,6,DE,Bavaria,"6,8",2020,Zeitsprung Pictures
WiwoMe,Wir wollten aufs Meer,,,,,2,6,DE,Saarbruecken,"6,6",2012,UFA Fiction
DF,Daphne Ferraro,2,Hochschule fuer Fernsehen und Film Muenchen,HFFM,,1,,,,,,
Fly,Fly,,,,,2,6,DE,Berlin,6,2021,SevenPictures Film
GrBu,Grave Butler,,,,,2,6,DE,,,2018,Hochschule fuer Fernsehen und Film Muenchen
Mia,Mia,,,,,2,2,DE,,,2015,
KS1,Staffel 1,,,,,2,4,DE,Koeln,,2022,Zeitsprung Pictures GmbH
KS1E1,Staffel 1 Episode 1,,,,,2,4,DE,Koeln,"7,2",2022,Zeitsprung Pictures GmbH
KS1E2,Staffel 1 Episode 2,,,,,2,4,DE,Koeln,"7,3",2022,Zeitsprung Pictures GmbH
KS1E3,Staffel 1 Episode 3,,,,,2,4,DE,Koeln,"7,5",2022,Zeitsprung Pictures GmbH
KS1E4,Staffel 1 Episode 4,,,,,2,4,DE,Koeln,"7,5",2022,Zeitsprung Pictures GmbH
KS1E5,Staffel 1 Episode 5,,,,,2,4,DE,Koeln,"7,6",2022,Zeitsprung Pictures GmbH
KS1E6,Staffel 1 Episode 6,,,,,2,4,DE,Koeln,"7,4",2022,Zeitsprung Pictures GmbH
KS1E7,Staffel 1 Episode 7,,,,,2,4,DE,Koeln,"7,6",2022,Zeitsprung Pictures GmbH
KS1E8,Staffel 1 Epsiode 8,,,,,2,4,DE,Koeln,"7,4",2022,Zeitsprung Pictures GmbH
VA,Viviane Andereggen,2,Universitaet Basel,UB,3,1,,,,,,
TaZue,Tatort Zueri braennt,,,,,2,4,CHE,Frankfurt am Main,"5,7",2020,ARD Degeto Film
TaScho,Tatort Schoggilaebe,,,,,2,4,CHE,Frankfurt am Main,5,2021,ARD Degeto Film
DiDr,Die drei Ausrufezeichen,,,,,2,4,DE,Muenchen,5,2019,Constantin Film
KeCaCuOn,Keep Calm and Curry on,,,,,2,6,DE,Koeln,,2019,Network Movie Film und Fernsehproduktion
Rumo,Rufmord,,,,,2,4,DE,Muenchen,"6,6",2018,Hager Moss Film
KeHefuIn,Kein Herz fuer Inder,,,,,2,6,DE,Koeln,"5,4",2017,Network Movie Film und Fernsehproduktion
HaundeNe,Hattinger und der Nebel Ein Chiemseekrimi,,,,,2,4,DE,Koeln,"6,3",2016,Network Movie Film und Fernsehproduktion
SiSaAu,Simon sagt Auf Wiedersehen zu seiner Vorhaut,,,,,2,2,DE,Hamburg,"6,2",2015,Element e Filmproduktion
SchuUmSchu,Schuld um Schuld,,,,,2,6,DE,Hamburg,"5,2",2014,Hamburg Media School
HaUnDeHu,Habib und der Hund,,,,,2,2,DE,Hamburg,,2014,Hamburg Media School
FuLo,Fuer Lotte,,,,,2,6,DE,,,2013,
JBC,Jano Ben Chaabane,1,,,1,1,,,,,,
DeWiKr,Der Wien Krimi Bild ermittelt Lebendig begraben,,,,,2,4,AUT,Wien,"6,1",2021,Mona Film Produktion
Mapa,Mapa,,,,,2,2,DE,Berlin,"7,1",2020,Readymade Films
BliErSevoWi,Blind ermittelt Die verlorenen Seelen von Wien,,,,,2,4,AUT,Wien,"5,8",2019,Mona Film Produktion
BliErMaevoWi,Blind ermittelt Die toten Maedchen von Wien,,,,,2,4,AUT,Wien,"6,8",2018,Mona Film Produktion
EiMaEiWa,Ein Mann eine Wahl,,,,,2,,DE,Muenchen,,2017,ProSieben
CuNiSchu,Culpa Niemand ist ohne Schuld,,,,,2,4,DE,New York,"6,4",2017,NBCUniversal International Networks
StuAm,Studio Amani,,,,,2,,DE,Munenchen,,2016,ProSieben
HHCK,Hanno Hackfort,1,,,1,1,,,,,,
GuFr,Gute Freunde Der Aufstieg des FC Bayern,,,,,2,6,DE,Babelsberg,,2023,UFA Fiction
PaWeKi,Para We are King,,,,,2,6,DE,Muenchen,"6,7",2023,WundB Television
TaLoisPa,Tatort Love is Pain,,,,,2,4,DE,Koeln,"6,7",2023,Ester Reglin Film
FuFoDo,Funeral for a Dog,,,,,2,4,DE,Berlin,"6,7",2022,Flare Entertainment
SOPo,SOKO Potsdam,,,,,2,4,DE,Koeln,"6,5",2021,Bantry Bay Productions
SpeLi,Specialiste,,,,,2,4,CZE,Irving,"5,9",2020,D N A Production
4Blo,4 Blocks,,,,,2,4,DE,Muenchen,"8,2",2019,WundB Television
MoimNo,Morden im Norden,,,,,2,2,DE,Leipzig,"5,7",2018,MDR
LaunEr,Labaule und Erben,,,,,2,2,DE,Stuttgart,"6,8",2018,SWR
YoArWa,You Are Wanted,,,,,2,6,DE,Culver City,"6,1",2018,Amazon Studios
KounHa,Koslowski und Haferkamp,,,,,2,2,DE,,"7,1",2014,
VeLie,Verbotene Liebe,,,,,2,6,DE,Potsdam,"5,2",2013,UFA Serial Drama
RK,Richard Kropf,1,Lee Strasberg Theatre und Film Institute,LSTFI,1,1,,,,,,
WoEnRe,Wochenendrebellen,,,,,2,2,DE,Muenchen,,2023,Wiedemann und Berg Filmproduktion
LaXMa,Last X Mas,,,,,2,3,DE,Koeln,"6,8",2022,Bantry Bay Production
HotoDa,How to Dad,,,,,2,2,DE,Muenchen,"6,3",2022,Keshet Tresor Fiction
DeRVoLenaWi,Der Rebell Von Leim nach Wimbledon,,,,,2,6,DE,Muenchen,"6,2",2021,Violet Pictures
DaWiimLe,Das Wichtigste im Leben,,,,,2,2,DE,Koeln,"6,5",2019,Bantry Bay Production
JoKL,Josephine Klick Allein unter Cops,,,,,2,2,DE,Babelsberg,"6,9",2014,UFA Fiction
DeKna,Der Knastarzt,,,,,2,6,DE,Koeln,7,2014,ITV Studios Germany
ThLaCo,The Last Cop How It All Began,,,,,2,2,DE,Unterfoeringen,,2013,ProSiebenSat 1 Media SE
DeleBu,Der letzte Bulle,,,,,2,4,DE,Koeln,"7,3",2013,ITV Studios Germany
BK,Bob Konrad,1,Universitaet der Kuenste Berlin,UDK,1,1,,,,,,
DeklRaSo,Der kleine Rabe Socke Die Serie,,,,,2,,DE,Angouleme,"8,2",2017,2 Minutes Animation
DaZei,Das Zeitkarussell,,,,,2,,DE,Hannover,"8,3",2015,Ambient Entertainment GmbH
DoB,Dogs of Berlin,,,,,,4,DE,Berlin,,,
DoBS1E1,Staffel 1 Episode 1,,,,,2,4,DE,Berlin,"7,4",2018,Syrreal Entertainment GmbH
DoBS1E2,Staffel 1 Episode 2,,,,,2,4,DE,Berlin,"7,4",2018,Syrreal Entertainment GmbH
DoBS1E3,Staffel 1 Episode 3,,,,,2,4,DE,Berlin,"7,5",2018,Syrreal Entertainment GmbH
DoBS1E4,Staffel 1 Episode 4,,,,,2,4,DE,Berlin,"7,6",2018,Syrreal Entertainment GmbH
DoBS1E5,Staffel 1 Episode 5,,,,,2,4,DE,Berlin,"7,6",2018,Syrreal Entertainment GmbH
DoBS1E6,Staffel 1 Episode 6,,,,,2,4,DE,Berlin,"7,5",,Syrreal Entertainment GmbH
DoBS1E7,Staffel 1 Episode 7,,,,,2,4,DE,Berlin,"7,6",,Syrreal Entertainment GmbH
DoBS1E8,Staffel 1 Episode 8,,,,,2,4,DE,Berlin,"7,9",,Syrreal Entertainment GmbH
DoBS1E9,Staffel 1 Episode 9,,,,,2,4,DE,Berlin,"8,3",,Syrreal Entertainment GmbH
DoBS1E10,Staffel 1 Episode 10,,,,,2,4,DE,Berlin,"8,4",,Syrreal Entertainment GmbH
CA,Christian Alvart,1,,,3,1,,,,,,
SlBo,Sloborn,,,,,2,6,DE,Berlin,"6,7",2021,Syrreal Entertainment
ZeNe,Ze Network,,,,,2,2,DE,Los Angeles,"6,1",2022,CBS Studios
FrLa,Freies Land,,,,,2,4,DE,Berlin,"6,7",2019,Syrreal Entertainment
AbGe,Abgeschnitten,,,,,2,4,DE,Berlin,"6,5",2018,Syrreal Entertainment
SteiNiAu,Steig Nicht Aus,,,,,2,4,DE,Berlin,"5,8",2018,Syrreal Entertainment
HaBrue,Halbe Brueder,,,,,2,2,DE,Universal City,"5,4",2015,Universal Pictures
BaLa,Banklady,,,,,2,4,DE,Berlin,"6,3",2013,Syrreal Entertainment
TaWiHa,Tatort Willkommen in Hamburg,,,,,2,4,DE,Muenchen,6,2013,Constantin Television
TaKo,Tatort Kopfgeld,,,,,2,4,DE,Muenchen,"5,4",2014,Constantin Television
TaDeGroSchme,Tatort Der große Schmerz,,,,,2,4,DE,Frankfurt am Main,"5,4",2016,ARD Degeto Film
TaFeFeu,Tatort Fegefeuer,,,,,2,4,DE,Frankfurt am Main,"5,8",2016,ARD Degeto Film
TaTschi,Tatort Tschiller Off Duty,,,,,2,4,DE,Berlin,"4,4",2016,Syrreal Entertainment
IZ,Ipek Zuebert,,,,,1,,,,,,
TheMo,The Mopes,,,,,2,2,DE,,6,2021,
Ka08,Kalinka08 Melde dich bitte,,,,,2,,DE,Berlin,,2020,Studio Zentral
WisidiWe,Wir sind die Welle,,,,,2,6,DE,Muenchen,"6,3",2019,Rat Pack Filmproduktion
BruSchwaMa,Bruder Schwarze Macht,,,,,2,4,DE,Hamburg,"6,8",2017,Aspekt Medienproduktion
EiAte,Ein Atem,,,,,2,6,DE,Berlin,"6,4",2015,Senator Film Koeln
EY,Erol Yesilkaya,1,Philipps Universitaet Marburg,PUM,1,1,,,,,,
DeGre,Der Greif,,,,,2,6,DE,Muenchen,"6,9",2023,WundB Television
TaAlMeiJu,Tatort Alle meine Jungs,,,,,2,4,DE,Frankfurt am Main,"5,9",2014,ARD Degeto Film
TaDaHaEnStra,Tatort Das Haus am Ende der Straße,,,,,2,4,DE,Frankfurt am Main,"7,2",2015,ARD Degeto Film
TaHideSpie,Tatort Hinter dem Spiegel,,,,,2,4,DE,Frankfurt am Main,"6,5",2015,ARD Degeto Film
TaEsledeTo,Tatort Es lebe der Tod,,,,,2,4,DE,Frankfurt am Main,"7,4",2016,ARD Degeto Film
TaDieWa,Tatort Die Wahrheit,,,,,2,4,DE,Berlin,"7,3",2016,X Filme Creative Pool
