id,name,sex,university,university_short,awards,type,genre,country,location,rating,year,Produktionsfirma,Tatort
DK,Die Kaiserin,99,,,0,3,6,DE,Berlin,"7,8",2022,Sommerhaus Serien,99
DKS1,Staffel 1,99,,,0,2,99,,,,,,99
DKS1E1,DK Staffel 1 Episode 1,99,,,0,2,6,DE,Berlin,"7,6",2022,Sommerhaus Serien,99
DKS1E2,DK Staffel 1 Episode 2,99,,,0,2,6,DE,Berlin,"7,6",2022,Sommerhaus Serien,99
DKS1E3,DK Staffel 1 Episode 3,99,,,0,2,6,DE,Berlin,"7,6",2022,Sommerhaus Serien,99
DKS1E4,DK Staffel 1 Episode 4,99,,,0,2,6,DE,Berlin,"7,7",2022,Sommerhaus Serien,99
DKS1E5,DK Staffel 1 Episode 5,99,,,0,2,6,DE,Berlin,8,2022,Sommerhaus Serien,99
DKS1E6,DK Staffel 1 Episode 6,99,,,0,2,6,DE,Berlin,"8,3",2022,Sommerhaus Serien,99
FC,Florian Cossen,1,Filmakademie Baden Wuerttemberg,FABW,2,1,99,,,,,,99
DeNsu,Mitten in Deutschland NSU,99,,,0,2,4,DE,,"7,3",2016,,99
CoHe,Coconut Hero,99,,,0,2,2,DE,,"6,3",2015,UFA Fiction,99
KG,Katrin Gebbe,2,Academy of Visual Arts Enschedde,AoVa,3,1,6,,,,,,99
PeBl,Pelikanblut,99,,,0,2,6,BGR,,"6,1",2019,Junafilm,99
FiGuEv,The Field Guide to Evil,99,,,0,2,99,USA,Istanbul,"4,8",2018,Aurum Film,99
MiHi,Fuenf Minuten im Himmel,99,,,0,2,4,DE,Freiburg,"5,1",2016,Zieglerfilm Baden Baden GmbH,99
ToTa,Tore tanzt,99,,,0,2,4,DE,Hamburg,"6,9",2013,Junafilm,99
KE,Katharina Eyssen,2,Hochschule fuer Fernsehen und Film Drehbuch und Dramaturgie,HFFDD,1,1,6,,,,,,99
BaKr,Der Barcelona Krimi,99,,,0,2,4,DE,Barcelona,"6,3",2022,,99
ZeGe,Zeit der Geheimnisse,99,,,0,2,6,DE,,"6,5",2019,Netflix Studios,99
RaDa,Rate your Date,99,,,0,2,2,DE,Berlin,"5,6",2019,SevenPictures Film,99
RoZae,Rockstars zaehmt man nicht,99,,,0,2,2,DE,,"5,6",2017,Pantaleon Films,99
DoRo,Ein Dorf rockt ab,99,,,0,2,2,DE,Brandenburg,"5,5",2017,Amalia Film,99
SeWe,Seitenwechsel,99,,,0,2,2,DE,Berlin,"5,5",2016,Odeon Fiction,99
HeBl,Heute bin ich blond,99,,,0,2,6,BEL,Hamburg,"6,8",2013,Goldkind Filmproduktion,99
BL,Bernd Lange,1,Filmakademie Baden Wuerttemberg,FABW,2,1,6,,,,,,1
TaFa,Tatort In der Familie,99,,,0,2,4,DE,,7,2020,ARD Degeto,99
TaBlAn,Tatort Die Blicke der Anderen,99,,,0,2,4,DE,Gaggenau,"6,2",2022,,99
TaHoTo,Tatort Hochamt fuer Toni,99,,,0,2,4,DE,Arberg,"6,3",2022,,99
DaNe,Das Netz,99,,,0,2,4,DE,,"6,1",2022,Hugofilm Features,99
DeKr,Der Kriminalist,99,,,0,2,4,DE,Berlin,7,2020,Monaco Film GmbH,99
UeLae,Der Ueberlaeufer,99,,,0,2,6,DE,Polen,"6,8",2020,Dreamtool Entertainment,99
CrDe,Criminal Deutschland,99,,,0,2,4,DE,,"7,6",2020,Netflix Studios,99
Po110Si,Polizeiruf 110 Der Fall Sikorska,99,,,0,2,4,DE,,"6,4",2018,,99
DaVe,Das Verschwinden,99,,,0,2,4,CZE,,"7,3",2017,23 5 Filmproduktion GmbH,99
KlLue,Eine kleine Luege,99,,,0,2,2,DE,Berlin,"7,2",2017,Dreamtool Entertainment,99
ZwZwZe,Zweimal zweites Leben,99,,,0,2,6,DE,Muenchen,"5,9",2016,Dreamtool Entertainment,99
AkGr,Akte Grueninger,99,,,0,2,6,CHE,St Gallen,"6,8",2014,SRF,99
JN,Janna Nandzik,2,,,1,1,6,,,,,,99
DrCk,Druck,99,,,0,2,6,DE,,"7,8",2018,Bantry Bay Productions,99
JeRk,Jerks,99,,,0,2,2,DE,Potsdam,"8,5",2018,Pyjama Pictures,99
AbKa,About Kate,99,,,0,2,2,FRA,Berlin,"7,7",2013,Ulmen Television,99
JL,Jochen Laube,1,Filmakademie Baden Wuerttemberg,FABW,2,1,6,,,,,,1
StTr,Die stillen Trabanten,99,,,0,2,6,DE,Leipzig,"6,5",2022,Sommerhaus Filmproduktion,99
SoSc,Ich bin Sophie Scholl,99,,,0,2,99,DE,,"6,7",2021,Sommerhaus Filmproduktion,99
HeAg,Hello Again Ein Tag fuer immer,99,,,0,2,2,DE,,"5,7",2020,Sommerhaus Filmproduktion,99
BeAl,Berlin Alexanderplatz,99,,,0,2,4,NLD,,"6,9",2020,Sommerhaus Filmproduktion,99
HiKa,Als Hitler das rosa Kaninchen stahl,99,,,0,2,6,DE,Berlin,7,2019,Sommerhaus Filmproduktion,99
WaUm,Was uns nicht umbringt,99,,,0,2,6,DE,Hamburg,"6,1",2018,Cine Plus,99
InGae,In den Gaengen,99,,,0,2,6,DE,Bitterfeld,"6,9",2018,Sommerhaus Filmproduktion,99
TaRoSc,Tatort Der rote Schatten,99,,,0,2,4,DE,,"6,5",2017,ARD Degeto Film,99
ZaFr,Zapped Frank Zappa in seinen eigenen Worte,99,,,0,2,99,FRA,,"7,3",2016,UFA Fiction,99
MaeEx,Maengelexemplar,99,,,0,2,2,DE,Berlin,"5,9",2016,UFA Fiction,99
IcWe,Ich bin dann mal weg,99,,,0,2,2,DE,,"6,1",2015,UFA Fiction,99
GrEk,Grzimek,99,,,0,2,6,DE,,"6,6",2015,UFA Fiction,99
KrWe,Kreuzweg,99,,,0,2,6,FRA,Berlin,"7,4",2014,ARTE,99
16xDe,16x Deutschland Menschen Orte Geschichten,99,,,0,2,99,DE,,"7,6",2013,Bayrischer Rundfunk,99
VeFr,Verratene Freunde,99,,,0,2,6,DE,Stuttgart,"6,4",2013,ARTE,99
JaLe,5 Jahre Leben,99,,,0,2,6,FRA,Berlin,"6,8",2013,teamWorx Television und Film,99
FM,Fabian Maubach,1,Filmakademie Baden Wuerttemberg,FABW,2,1,6,,,,,,1
BDC,The Billion Dollar Code,99,,,0,3,6,DE,Berlin Budapest,8,2021,Kundschafter Filmproduktion,99
BDCS1,BDC Staffel 1,99,,,0,3,99,,,,,,99
BDCS1E1,BDC Staffel 1 Episode 1,99,,,0,2,6,DE,Berlin Budapest,8,2021,Kundschafter Filmproduktion,99
BDCS1E2,BDC Staffel 1 Episode 2,99,,,0,2,6,DE,Berlin Budapest,8,2021,Kundschafter Filmproduktion,99
BDCS1E3,BDC Staffel 1 Episode 3,99,,,0,2,6,DE,Berlin Budapest,"8,2",2021,Kundschafter Filmproduktion,99
BDCS1E4,BDC Staffel 1 Episode 4,99,,,0,2,6,DE,Berlin Budapest,"8,4",2021,Kundschafter Filmproduktion,99
RT,Robert Thalheim,1,Freie Uni Berlin,FU,2,1,6,,,,,,1
TaGo,Tatort Goldbach,99,,,0,2,4,DE,,"6,1",2017,Ard,99
TaNiWa,Tatort Nichts als die Wahrheit 1,99,,,0,2,4,DE,Berlin,"6,6",2023,,99
TaNiAlWa,Tatort Nichts als die Wahrheit 2,99,,,0,2,4,DE,Berlin,"6,5",2023,,99
TkKg,TKKG,99,,,0,2,2,DE,Ruedersdorf,"5,8",2019,Warner Bros Filmproductions Germany,99
KuFr,Kundschafter des Friedens,99,,,0,2,2,DE,Gran Canaria,"5,9",2017,Majestic Filmverleih,99
PoKaPr,Polizeiruf 110 Kaefer und Prinzessin,99,,,0,2,4,DE,Klein Ziethen,"6,2",2014,,99
ElTern,Eltern,99,,,0,2,2,DE,Berlin,"6,7",2013,Kundschafter Filmproduktion,99
OZ,Oliver Ziegenbalg,1,Universitaet Karlsruhe,UK,1,1,6,,,,,,99
RoAd,Roads,99,,,0,2,6,FRA,Tangier,"6,3",2019,Missing Link Films,99
KmH,25 km h,99,,,0,2,2,DE,Fußbach,"7,2",2018,Mythos Film,99
BlDaLe,Mein Blind Date mit dem Leben,99,,,0,2,2,DE,Muenchen,"7,1",2017,Ziegler Cinema,99
BeLeSo,Becks letzter Sommer,99,,,0,2,2,DE,Budapest,"5,8",2015,Claussen Woebke Putz Filmproduktion,99
MuWe,Frau Mueller muss weg,99,,,0,2,2,DE,Koeln,"6,2",2015,Constantin Film,99
AB,Andreas Banz,1,Filmuniversitaet Babelsberg,HFF,0,1,6,,,,,,99
KiDa,KIDA Von Beirut nach Berlin,99,,,0,2,99,DE,Berlin,,2023,ARD TV,99
HaSy,Das Hamlet Syndrom,99,,,0,2,99,POL,Lviv,"7,4",2022,Balapolis,99
AlMa,Almania,99,,,0,2,2,DE,,"6,8",2021,DCM Pictures,99
HoTa,Hoellental,99,,,0,2,4,DE,,"8,4",2021,Kundschafter Filmproduktion,99
BiDa,Big Dating,99,,,0,2,2,DE,,"7,5",2020,Kundschafter Filmproduktion,99
WaKn,Wagenknecht,99,,,0,2,99,DE,Bielefeld,"6,3",2020,Kundschafter Filmproduktion,99
MdB,Eichwald MdB,99,,,0,2,2,DE,,"7,3",2015,Kundschafter Filmproduktion,99
BrScNo,Meine Brueder und Schwestern im Norden,99,,,0,2,99,DE,Pyongyang,"7,2",2016,Kundschafter Filmproduktion,99
VeVo,Verliebt verlobt verloren,99,,,0,2,99,DE,,"7,6",2015,Kundschafter Filmproduktion,99
SB,Stephan Barth,1,,,0,1,6,,,,,,99
EvLu,Evolution,99,,,0,2,6,DE,Berlin,"6,4",2021,Match Factory Production,99
BiToFr,Bis wir tot sind oder frei,99,,,0,2,6,CHE,Zuerich,6,2020,ARTE,99
StRe,Die Stimme des Regenwaldes,99,,,0,2,6,CHE,Borneo,"7,5",2019,A Film Company,99
BrEr,Brimstone Erloese und von dem Boesen,99,,,0,2,6,NLD,Domahaza,7,2016,N279 Entertainment,99
PoTo,Polder Tokyo Heidi,99,,,0,2,6,CHE,,"4,9",2015,Dschoint Ventschr Filmproduktion AG,99
JeNi,Jetzt oder Nie,99,,,0,2,2,CHE,Zuerich,"5,9",2014,Vega Film,99
ViGr,Viktoria A Tale of Grave and Greed,99,,,0,2,6,CHE,Budapest,"6,2",2014,HesseGreutert Film AG,99
GeHe,Geld her oder Autsch,99,,,0,2,2,DE,Budapest,"3,7",2013,Proton Cinema,99
ClGe,Clara und das Geheimnis der Baeren,99,,,0,2,99,CHE,Bavaria,"5,9",2013,HesseGreutert Film AG,99
SBP,Szandra Barbara Poszar,2,Eoetvoes Lorand University,ELB,0,2,6,DE,Madrid,"7,6",2019,,99
SaSe,Saint Seiya Die Krieger des Zodiac Der Film,99,,,0,2,6,USA,Budapest,"4,4",2023,Stage 6 Films,99
MiSo,Midsommar,99,,,0,2,6,USA,Budapest,"7,1",2019,A24,99
TeRa,Terminal Rache war nie schoener,99,,,0,2,2,IRL,Budapest,"5,3",2018,Beagle Pug Films,99
RoWi,A Rose in Winter,99,,,0,2,6,GBR,Budapest,"6,1",2018,,99
TePi,Terapia,99,,,0,2,6,HUN,Budapest,"8,7",2017,,99
CG,Criminal Germany,99,,,0,3,4,DE,Madrid,"8,1",2019,Idiotlamp Productions,99
CGS1E1,CG Staffel 1 Episode 1,99,,,0,2,4,DE,Madrid,"8,1",2019,Idiotlamp Productions,99
CGS1E2,CG Staffel 1 Episode 2,99,,,0,2,4,DE,Madrid,"7,4",2019,Idiotlamp Productions,99
CGS1E3,CG Staffel 1 Episode 3,99,,,0,2,4,DE,Madrid,"8,3",2019,Idiotlamp Productions,99
GK,Goerge Kay,1,"Wellington College, Berkshire",WC,0,1,99,,,,,,99
Hija,Hijack,99,,,0,2,6,GBR,London,"7,4",2023,60Fourty Films,99
Lupi,Lupin,99,,,0,2,4,FRA,West Hollywood,"7,5",2021,Gaumont Television,99
CriVeKoe,Criminal Vereinigtes Koenigreich,99,,,0,2,4,GBR,London,"7,7",2020,Idiotlamp Productions,99
CriFra,Criminal Frankreich,99,,,0,2,4,FRA,,"7,2",2019,,99
CriSpa,Criminal Spanien,99,,,0,2,4,ESP,,"6,9",2019,,99
StaJu,Stage Jungesellenabscheid,99,,,0,2,2,GBR,London,7,2016,Idiotlamp Production,99
JFS,Jim Field Smith,1,"Wellington College, Berkshire, University of Birmingham","WC , UB",0,1,4,,,,,,99
Livi,Litvinenko,99,,,0,2,6,GBR,Koeln,"7,3",2022,ITV Studios,99
TruSe,Truth Seekers,99,,,0,2,2,GBR,Culver City,7,2020,Amazon Studios,99
TheWroMa,The Wrong Mans,99,,,0,2,2,GBR,London,"4,6",2018,BBC Studios,99
WreVoAb,Wrecked Voll abgesuertzt,99,,,0,2,2,GBR,Los Angeles,"7,3",2018,Haven Entertainment,99
DetheGu,Defending the Guilty,99,,,0,2,2,GBR,London,"7,1",2018,Big Talk Productions,99
Pea,Pearl,99,,,0,2,2,GBR,Burbank,,2016,ABC Signature,99
TheWroMaFaZeFaO,The Wrong Mans Falsche Zeit falscher Ort,99,,,0,2,2,GBR,London,"7,7",2014,BBC Studios,99
SH,Sebastian Heeg,1,Filmakademie Baden Wuerttemberg,FABW,1,1,4,,,,,,99
Grosta,Großstadtrevier,99,,,0,2,4,DE,Hamburg,"6,2",2022,Studio Hamburg Produktion,99
FreKoe,Fremdkoeper,99,,,0,2,6,DE,Ludwigsburg,"6,5",2015,Venice Pictures,99
OH,Oliver Hirschbiegl,1,Hamburger Hochschule fuer Bildende Kuenste,HBK,3,1,4,,,,,,1
Unwa,Unwanted,99,,,0,2,6,DE,Mailand,,2023,Sky Italia,99
TaUimgediNa,Tatort Und immer gewinnt die Nacht,99,,,0,2,4,DE,Frankfurt am Main,"5,8",2021,ARD Degeto Film,99
DeMa,Der Maler,99,,,0,2,99,DE,,6,2021,,99
Bill,Billions,99,,,0,2,6,USA,,"8,3",2017,Showtime Entertainment,99
DegleHi,Der gleiche Himmel,99,,,0,2,6,DE,Babelsberg,"7,4",2017,UFA Fiction,99
ElErhaediWeve,Elser Er haette die Welt veraendert,99,,,0,2,6,DE,Muenchen,7,2015,Lucky Bird Pictures,99
TuWaSpi,Turn Washingtons Spies,99,,,0,2,6,USA,New York,"8,1",2014,AMC Studios,99
Dia,Diana,99,,,0,2,6,UBR,London,"5,6",2013,Ecosse Films,99
Tatort,Tatort,99,,,0,2,99,,,,,,99
